"method","arm","level","sample_size","effect_size","truth","predicted","n"
"mrgn","truth","model",300,"large","M4","M3",0
"mrgn","truth","model",300,"large","M0","M4",0
"mrgn","truth","model",300,"large","M1","M4",0
"mrgn","truth","model",300,"large","M2","M4",0
"mrgn","truth","model",300,"large","M3","M4",0
"mrgn","truth","model",300,"large","M4","M4",4
"mrgn","truth","model",300,"large","M0","Other",0
"mrgn","truth","model",300,"large","M1","Other",0
"mrgn","truth","model",300,"large","M2","Other",0
"mrgn","truth","model",300,"large","M3","Other",0
"mrgn","truth","model",300,"large","M4","Other",0
"mrgn","truth","edge",300,"large","M0","T1 - T2 Edge Absent",20
"mrgn","truth","edge",300,"large","M1","T1 - T2 Edge Absent",0
"mrgn","truth","edge",300,"large","M2","T1 - T2 Edge Absent",0
"mrgn","truth","edge",300,"large","M3","T1 - T2 Edge Absent",20
"mrgn","truth","edge",300,"large","M4","T1 - T2 Edge Absent",0
"mrgn","truth","edge",300,"large","M0","T1 - T2 Edge Present",0
"mrgn","truth","edge",300,"large","M1","T1 - T2 Edge Present",20
"mrgn","truth","edge",300,"large","M2","T1 - T2 Edge Present",20
"mrgn","truth","edge",300,"large","M3","T1 - T2 Edge Present",0
"mrgn","truth","edge",300,"large","M4","T1 - T2 Edge Present",20
"mrgn","truth","edge",300,"large","M0","Other",0
"mrgn","truth","edge",300,"large","M1","Other",0
"mrgn","truth","edge",300,"large","M2","Other",0
"mrgn","truth","edge",300,"large","M3","Other",0
"mrgn","truth","edge",300,"large","M4","Other",0
"mrgn","truth","model",670,"all","M0","M0",51
"mrgn","truth","model",670,"all","M1","M0",1
"mrgn","truth","model",670,"all","M2","M0",2
"mrgn","truth","model",670,"all","M3","M0",3
"mrgn","truth","model",670,"all","M4","M0",0
"mrgn","truth","model",670,"all","M0","M1",2
"mrgn","truth","model",670,"all","M1","M1",53
"mrgn","truth","model",670,"all","M2","M1",15
"mrgn","truth","model",670,"all","M3","M1",0
"mrgn","truth","model",670,"all","M4","M1",15
"mrgn","truth","model",670,"all","M0","M2",0
"mrgn","truth","model",670,"all","M1","M2",0
"mrgn","truth","model",670,"all","M2","M2",37
"mrgn","truth","model",670,"all","M3","M2",2
"mrgn","truth","model",670,"all","M4","M2",2
"mrgn","truth","model",670,"all","M0","M3",0
"mrgn","truth","model",670,"all","M1","M3",0
"mrgn","truth","model",670,"all","M2","M3",0
"mrgn","truth","model",670,"all","M3","M3",49
"mrgn","truth","model",670,"all","M4","M3",2
"mrgn","truth","model",670,"all","M0","M4",0
"mrgn","truth","model",670,"all","M1","M4",0
"mrgn","truth","model",670,"all","M2","M4",0
"mrgn","truth","model",670,"all","M3","M4",2
"mrgn","truth","model",670,"all","M4","M4",36
"mrgn","truth","model",670,"all","M0","Other",7
"mrgn","truth","model",670,"all","M1","Other",6
"mrgn","truth","model",670,"all","M2","Other",6
"mrgn","truth","model",670,"all","M3","Other",4
"mrgn","truth","model",670,"all","M4","Other",5
"mrgn","truth","edge",670,"all","M0","T1 - T2 Edge Absent",51
"mrgn","truth","edge",670,"all","M1","T1 - T2 Edge Absent",1
"mrgn","truth","edge",670,"all","M2","T1 - T2 Edge Absent",2
"mrgn","truth","edge",670,"all","M3","T1 - T2 Edge Absent",52
"mrgn","truth","edge",670,"all","M4","T1 - T2 Edge Absent",2
"mrgn","truth","edge",670,"all","M0","T1 - T2 Edge Present",2
"mrgn","truth","edge",670,"all","M1","T1 - T2 Edge Present",53
"mrgn","truth","edge",670,"all","M2","T1 - T2 Edge Present",52
"mrgn","truth","edge",670,"all","M3","T1 - T2 Edge Present",4
"mrgn","truth","edge",670,"all","M4","T1 - T2 Edge Present",53
"mrgn","truth","edge",670,"all","M0","Other",7
"mrgn","truth","edge",670,"all","M1","Other",6
"mrgn","truth","edge",670,"all","M2","Other",6
"mrgn","truth","edge",670,"all","M3","Other",4
"mrgn","truth","edge",670,"all","M4","Other",5
"mrgn","truth","model",670,"small","M0","M0",13
"mrgn","truth","model",670,"small","M1","M0",1
"mrgn","truth","model",670,"small","M2","M0",2
"mrgn","truth","model",670,"small","M3","M0",3
"mrgn","truth","model",670,"small","M4","M0",0
"mrgn","truth","model",670,"small","M0","M1",1
"mrgn","truth","model",670,"small","M1","M1",13
"mrgn","truth","model",670,"small","M2","M1",12
"mrgn","truth","model",670,"small","M3","M1",0
"mrgn","truth","model",670,"small","M4","M1",2
"mrgn","truth","model",670,"small","M0","M2",0
"mrgn","truth","model",670,"small","M1","M2",0
"mrgn","truth","model",670,"small","M2","M2",0
"mrgn","truth","model",670,"small","M3","M2",1
"mrgn","truth","model",670,"small","M4","M2",2
"mrgn","truth","model",670,"small","M0","M3",0
"mrgn","truth","model",670,"small","M1","M3",0
"mrgn","truth","model",670,"small","M2","M3",0
"mrgn","truth","model",670,"small","M3","M3",12
"mrgn","truth","model",670,"small","M4","M3",2
"mrgn","truth","model",670,"small","M0","M4",0
"mrgn","truth","model",670,"small","M1","M4",0
"mrgn","truth","model",670,"small","M2","M4",0
"mrgn","truth","model",670,"small","M3","M4",0
"mrgn","truth","model",670,"small","M4","M4",9
"mrgn","truth","model",670,"small","M0","Other",6
"mrgn","truth","model",670,"small","M1","Other",6
"mrgn","truth","model",670,"small","M2","Other",6
"mrgn","truth","model",670,"small","M3","Other",4
"mrgn","truth","model",670,"small","M4","Other",5
"mrgn","truth","edge",670,"small","M0","T1 - T2 Edge Absent",13
"mrgn","truth","edge",670,"small","M1","T1 - T2 Edge Absent",1
"mrgn","truth","edge",670,"small","M2","T1 - T2 Edge Absent",2
"mrgn","truth","edge",670,"small","M3","T1 - T2 Edge Absent",15
"mrgn","truth","edge",670,"small","M4","T1 - T2 Edge Absent",2
"mrgn","truth","edge",670,"small","M0","T1 - T2 Edge Present",1
"mrgn","truth","edge",670,"small","M1","T1 - T2 Edge Present",13
"mrgn","truth","edge",670,"small","M2","T1 - T2 Edge Present",12
"mrgn","truth","edge",670,"small","M3","T1 - T2 Edge Present",1
"mrgn","truth","edge",670,"small","M4","T1 - T2 Edge Present",13
"mrgn","truth","edge",670,"small","M0","Other",6
"mrgn","truth","edge",670,"small","M1","Other",6
"mrgn","truth","edge",670,"small","M2","Other",6
"mrgn","truth","edge",670,"small","M3","Other",4
"mrgn","truth","edge",670,"small","M4","Other",5
"mrgn","truth","model",670,"medium","M0","M0",18
"mrgn","truth","model",670,"medium","M1","M0",0
"mrgn","truth","model",670,"medium","M2","M0",0
"mrgn","truth","model",670,"medium","M3","M0",0
"mrgn","truth","model",670,"medium","M4","M0",0
"mrgn","truth","model",670,"medium","M0","M1",1
"mrgn","truth","model",670,"medium","M1","M1",20
"mrgn","truth","model",670,"medium","M2","M1",2
"mrgn","truth","model",670,"medium","M3","M1",0
"mrgn","truth","model",670,"medium","M4","M1",2
"mrgn","truth","model",670,"medium","M0","M2",0
"mrgn","truth","model",670,"medium","M1","M2",0
"mrgn","truth","model",670,"medium","M2","M2",18
"mrgn","truth","model",670,"medium","M3","M2",1
"mrgn","truth","model",670,"medium","M4","M2",0
"mrgn","truth","model",670,"medium","M0","M3",0
"mrgn","truth","model",670,"medium","M1","M3",0
"mrgn","truth","model",670,"medium","M2","M3",0
"mrgn","truth","model",670,"medium","M3","M3",18
"mrgn","truth","model",670,"medium","M4","M3",0
"mrgn","truth","model",670,"medium","M0","M4",0
"mrgn","truth","model",670,"medium","M1","M4",0
"mrgn","truth","model",670,"medium","M2","M4",0
"mrgn","truth","model",670,"medium","M3","M4",1
"mrgn","truth","model",670,"medium","M4","M4",18
"mrgn","truth","model",670,"medium","M0","Other",1
"mrgn","truth","model",670,"medium","M1","Other",0
"mrgn","truth","model",670,"medium","M2","Other",0
"mrgn","truth","model",670,"medium","M3","Other",0
"mrgn","truth","model",670,"medium","M4","Other",0
"mrgn","truth","edge",670,"medium","M0","T1 - T2 Edge Absent",18
"mrgn","truth","edge",670,"medium","M1","T1 - T2 Edge Absent",0
"mrgn","truth","edge",670,"medium","M2","T1 - T2 Edge Absent",0
"mrgn","truth","edge",670,"medium","M3","T1 - T2 Edge Absent",18
"mrgn","truth","edge",670,"medium","M4","T1 - T2 Edge Absent",0
"mrgn","truth","edge",670,"medium","M0","T1 - T2 Edge Present",1
"mrgn","truth","edge",670,"medium","M1","T1 - T2 Edge Present",20
"mrgn","truth","edge",670,"medium","M2","T1 - T2 Edge Present",20
"mrgn","truth","edge",670,"medium","M3","T1 - T2 Edge Present",2
"mrgn","truth","edge",670,"medium","M4","T1 - T2 Edge Present",20
"mrgn","truth","edge",670,"medium","M0","Other",1
"mrgn","truth","edge",670,"medium","M1","Other",0
"mrgn","truth","edge",670,"medium","M2","Other",0
"mrgn","truth","edge",670,"medium","M3","Other",0
"mrgn","truth","edge",670,"medium","M4","Other",0
"mrgn","truth","model",670,"large","M0","M0",20
"mrgn","truth","model",670,"large","M1","M0",0
"mrgn","truth","model",670,"large","M2","M0",0
"mrgn","truth","model",670,"large","M3","M0",0
"mrgn","truth","model",670,"large","M4","M0",0
"mrgn","truth","model",670,"large","M0","M1",0
"mrgn","truth","model",670,"large","M1","M1",20
"mrgn","truth","model",670,"large","M2","M1",1
"mrgn","truth","model",670,"large","M3","M1",0
"mrgn","truth","model",670,"large","M4","M1",11
"mrgn","truth","model",670,"large","M0","M2",0
"mrgn","truth","model",670,"large","M1","M2",0
"mrgn","truth","model",670,"large","M2","M2",19
"mrgn","truth","model",670,"large","M3","M2",0
"mrgn","truth","model",670,"large","M4","M2",0
"mrgn","truth","model",670,"large","M0","M3",0
"mrgn","truth","model",670,"large","M1","M3",0
"mrgn","truth","model",670,"large","M2","M3",0
"mrgn","truth","model",670,"large","M3","M3",19
"mrgn","truth","model",670,"large","M4","M3",0
"mrgn","truth","model",670,"large","M0","M4",0
"mrgn","truth","model",670,"large","M1","M4",0
"mrgn","truth","model",670,"large","M2","M4",0
"mrgn","truth","model",670,"large","M3","M4",1
"mrgn","truth","model",670,"large","M4","M4",9
"mrgn","truth","model",670,"large","M0","Other",0
"mrgn","truth","model",670,"large","M1","Other",0
"mrgn","truth","model",670,"large","M2","Other",0
"mrgn","truth","model",670,"large","M3","Other",0
"mrgn","truth","model",670,"large","M4","Other",0
"mrgn","truth","edge",670,"large","M0","T1 - T2 Edge Absent",20
"mrgn","truth","edge",670,"large","M1","T1 - T2 Edge Absent",0
"mrgn","truth","edge",670,"large","M2","T1 - T2 Edge Absent",0
"mrgn","truth","edge",670,"large","M3","T1 - T2 Edge Absent",19
"mrgn","truth","edge",670,"large","M4","T1 - T2 Edge Absent",0
"mrgn","truth","edge",670,"large","M0","T1 - T2 Edge Present",0
"mrgn","truth","edge",670,"large","M1","T1 - T2 Edge Present",20
"mrgn","truth","edge",670,"large","M2","T1 - T2 Edge Present",20
"mrgn","truth","edge",670,"large","M3","T1 - T2 Edge Present",1
"mrgn","truth","edge",670,"large","M4","T1 - T2 Edge Present",20
"mrgn","truth","edge",670,"large","M0","Other",0
"mrgn","truth","edge",670,"large","M1","Other",0
"mrgn","truth","edge",670,"large","M2","Other",0
"mrgn","truth","edge",670,"large","M3","Other",0
"mrgn","truth","edge",670,"large","M4","Other",0
"mrgn","truth","model",1000,"all","M0","M0",51
"mrgn","truth","model",1000,"all","M1","M0",1
"mrgn","truth","model",1000,"all","M2","M0",1
"mrgn","truth","model",1000,"all","M3","M0",2
"mrgn","truth","model",1000,"all","M4","M0",1
"mrgn","truth","model",1000,"all","M0","M1",4
"mrgn","truth","model",1000,"all","M1","M1",55
"mrgn","truth","model",1000,"all","M2","M1",19
"mrgn","truth","model",1000,"all","M3","M1",0
"mrgn","truth","model",1000,"all","M4","M1",9
"mrgn","truth","model",1000,"all","M0","M2",0
"mrgn","truth","model",1000,"all","M1","M2",0
"mrgn","truth","model",1000,"all","M2","M2",35
"mrgn","truth","model",1000,"all","M3","M2",1
"mrgn","truth","model",1000,"all","M4","M2",1
"mrgn","truth","model",1000,"all","M0","M3",1
"mrgn","truth","model",1000,"all","M1","M3",0
"mrgn","truth","model",1000,"all","M2","M3",0
"mrgn","truth","model",1000,"all","M3","M3",51
"mrgn","truth","model",1000,"all","M4","M3",0
"mrgn","truth","model",1000,"all","M0","M4",0
"mrgn","truth","model",1000,"all","M1","M4",0
"mrgn","truth","model",1000,"all","M2","M4",0
"mrgn","truth","model",1000,"all","M3","M4",2
"mrgn","truth","model",1000,"all","M4","M4",46
"mrgn","truth","model",1000,"all","M0","Other",4
"mrgn","truth","model",1000,"all","M1","Other",4
"mrgn","truth","model",1000,"all","M2","Other",5
"mrgn","truth","model",1000,"all","M3","Other",4
"mrgn","truth","model",1000,"all","M4","Other",3
"mrgn","truth","edge",1000,"all","M0","T1 - T2 Edge Absent",52
"mrgn","truth","edge",1000,"all","M1","T1 - T2 Edge Absent",1
"mrgn","truth","edge",1000,"all","M2","T1 - T2 Edge Absent",1
"mrgn","truth","edge",1000,"all","M3","T1 - T2 Edge Absent",53
"mrgn","truth","edge",1000,"all","M4","T1 - T2 Edge Absent",1
"mrgn","truth","edge",1000,"all","M0","T1 - T2 Edge Present",4
"mrgn","truth","edge",1000,"all","M1","T1 - T2 Edge Present",55
"mrgn","truth","edge",1000,"all","M2","T1 - T2 Edge Present",54
"mrgn","truth","edge",1000,"all","M3","T1 - T2 Edge Present",3
"mrgn","truth","edge",1000,"all","M4","T1 - T2 Edge Present",56
"mrgn","truth","edge",1000,"all","M0","Other",4
"mrgn","truth","edge",1000,"all","M1","Other",4
"mrgn","truth","edge",1000,"all","M2","Other",5
"mrgn","truth","edge",1000,"all","M3","Other",4
"mrgn","truth","edge",1000,"all","M4","Other",3
"mrgn","truth","model",1000,"small","M0","M0",16
"mrgn","truth","model",1000,"small","M1","M0",1
"mrgn","truth","model",1000,"small","M2","M0",1
"mrgn","truth","model",1000,"small","M3","M0",1
"mrgn","truth","model",1000,"small","M4","M0",1
"mrgn","truth","model",1000,"small","M0","M1",0
"mrgn","truth","model",1000,"small","M1","M1",15
"mrgn","truth","model",1000,"small","M2","M1",13
"mrgn","truth","model",1000,"small","M3","M1",0
"mrgn","truth","model",1000,"small","M4","M1",3
"mrgn","truth","model",1000,"small","M0","M2",0
"mrgn","truth","model",1000,"small","M1","M2",0
"mrgn","truth","model",1000,"small","M2","M2",1
"mrgn","truth","model",1000,"small","M3","M2",1
"mrgn","truth","model",1000,"small","M4","M2",1
"mrgn","truth","model",1000,"small","M0","M3",0
"mrgn","truth","model",1000,"small","M1","M3",0
"mrgn","truth","model",1000,"small","M2","M3",0
"mrgn","truth","model",1000,"small","M3","M3",14
"mrgn","truth","model",1000,"small","M4","M3",0
"mrgn","truth","model",1000,"small","M0","M4",0
"mrgn","truth","model",1000,"small","M1","M4",0
"mrgn","truth","model",1000,"small","M2","M4",0
"mrgn","truth","model",1000,"small","M3","M4",1
"mrgn","truth","model",1000,"small","M4","M4",12
"mrgn","truth","model",1000,"small","M0","Other",4
"mrgn","truth","model",1000,"small","M1","Other",4
"mrgn","truth","model",1000,"small","M2","Other",5
"mrgn","truth","model",1000,"small","M3","Other",3
"mrgn","truth","model",1000,"small","M4","Other",3
"mrgn","truth","edge",1000,"small","M0","T1 - T2 Edge Absent",16
"mrgn","truth","edge",1000,"small","M1","T1 - T2 Edge Absent",1
"mrgn","truth","edge",1000,"small","M2","T1 - T2 Edge Absent",1
"mrgn","truth","edge",1000,"small","M3","T1 - T2 Edge Absent",15
"mrgn","truth","edge",1000,"small","M4","T1 - T2 Edge Absent",1
"mrgn","truth","edge",1000,"small","M0","T1 - T2 Edge Present",0
"mrgn","truth","edge",1000,"small","M1","T1 - T2 Edge Present",15
"mrgn","truth","edge",1000,"small","M2","T1 - T2 Edge Present",14
"mrgn","truth","edge",1000,"small","M3","T1 - T2 Edge Present",2
"mrgn","truth","edge",1000,"small","M4","T1 - T2 Edge Present",16
"mrgn","truth","edge",1000,"small","M0","Other",4
"mrgn","truth","edge",1000,"small","M1","Other",4
"mrgn","truth","edge",1000,"small","M2","Other",5
"mrgn","truth","edge",1000,"small","M3","Other",3
"mrgn","truth","edge",1000,"small","M4","Other",3
"mrgn","truth","model",1000,"medium","M0","M0",18
"mrgn","truth","model",1000,"medium","M1","M0",0
"mrgn","truth","model",1000,"medium","M2","M0",0
"mrgn","truth","model",1000,"medium","M3","M0",1
"mrgn","truth","model",1000,"medium","M4","M0",0
"mrgn","truth","model",1000,"medium","M0","M1",2
"mrgn","truth","model",1000,"medium","M1","M1",20
"mrgn","truth","model",1000,"medium","M2","M1",6
"mrgn","truth","model",1000,"medium","M3","M1",0
"mrgn","truth","model",1000,"medium","M4","M1",1
"mrgn","truth","model",1000,"medium","M0","M2",0
"mrgn","truth","model",1000,"medium","M1","M2",0
"mrgn","truth","model",1000,"medium","M2","M2",14
"mrgn","truth","model",1000,"medium","M3","M2",0
"mrgn","truth","model",1000,"medium","M4","M2",0
"mrgn","truth","model",1000,"medium","M0","M3",0
"mrgn","truth","model",1000,"medium","M1","M3",0
"mrgn","truth","model",1000,"medium","M2","M3",0
"mrgn","truth","model",1000,"medium","M3","M3",18
"mrgn","truth","model",1000,"medium","M4","M3",0
"mrgn","truth","model",1000,"medium","M0","M4",0
"mrgn","truth","model",1000,"medium","M1","M4",0
"mrgn","truth","model",1000,"medium","M2","M4",0
"mrgn","truth","model",1000,"medium","M3","M4",0
"mrgn","truth","model",1000,"medium","M4","M4",19
"mrgn","truth","model",1000,"medium","M0","Other",0
"mrgn","truth","model",1000,"medium","M1","Other",0
"mrgn","truth","model",1000,"medium","M2","Other",0
"mrgn","truth","model",1000,"medium","M3","Other",1
"mrgn","truth","model",1000,"medium","M4","Other",0
"mrgn","truth","edge",1000,"medium","M0","T1 - T2 Edge Absent",18
"mrgn","truth","edge",1000,"medium","M1","T1 - T2 Edge Absent",0
"mrgn","truth","edge",1000,"medium","M2","T1 - T2 Edge Absent",0
"mrgn","truth","edge",1000,"medium","M3","T1 - T2 Edge Absent",19
"mrgn","truth","edge",1000,"medium","M4","T1 - T2 Edge Absent",0
"mrgn","truth","edge",1000,"medium","M0","T1 - T2 Edge Present",2
"mrgn","truth","edge",1000,"medium","M1","T1 - T2 Edge Present",20
"mrgn","truth","edge",1000,"medium","M2","T1 - T2 Edge Present",20
"mrgn","truth","edge",1000,"medium","M3","T1 - T2 Edge Present",0
"mrgn","truth","edge",1000,"medium","M4","T1 - T2 Edge Present",20
"mrgn","truth","edge",1000,"medium","M0","Other",0
"mrgn","truth","edge",1000,"medium","M1","Other",0
"mrgn","truth","edge",1000,"medium","M2","Other",0
"mrgn","truth","edge",1000,"medium","M3","Other",1
"mrgn","truth","edge",1000,"medium","M4","Other",0
"mrgn","truth","model",1000,"large","M0","M0",17
"mrgn","truth","model",1000,"large","M1","M0",0
"mrgn","truth","model",1000,"large","M2","M0",0
"mrgn","truth","model",1000,"large","M3","M0",0
"mrgn","truth","model",1000,"large","M4","M0",0
"mrgn","truth","model",1000,"large","M0","M1",2
"mrgn","truth","model",1000,"large","M1","M1",20
"mrgn","truth","model",1000,"large","M2","M1",0
"mrgn","truth","model",1000,"large","M3","M1",0
"mrgn","truth","model",1000,"large","M4","M1",5
"mrgn","truth","model",1000,"large","M0","M2",0
"mrgn","truth","model",1000,"large","M1","M2",0
"mrgn","truth","model",1000,"large","M2","M2",20
"mrgn","truth","model",1000,"large","M3","M2",0
"mrgn","truth","model",1000,"large","M4","M2",0
"mrgn","truth","model",1000,"large","M0","M3",1
"mrgn","truth","model",1000,"large","M1","M3",0
"mrgn","truth","model",1000,"large","M2","M3",0
"mrgn","truth","model",1000,"large","M3","M3",19
"mrgn","truth","model",1000,"large","M4","M3",0
"mrgn","truth","model",1000,"large","M0","M4",0
"mrgn","truth","model",1000,"large","M1","M4",0
"mrgn","truth","model",1000,"large","M2","M4",0
"mrgn","truth","model",1000,"large","M3","M4",1
"mrgn","truth","model",1000,"large","M4","M4",15
